0,00993511;0,00524162;0,00712704;0,0089177;0,0187312;0,0227359;0,0265753;0,0304836;0,0344014;0,0383197;0,0422473;0,0461732;0,0422624;0,0456222;0,048985;0,0523503;0,083019;0,0881105;0,0931864;0,0982708
0,00347462;0,00690191;0,0102766;0,0136167;0,0169123;0,0200305;0,0210557;0,0239609;0,0268778;0,0297959;0,0327087;0,0356252;0,0404512;0,0434742;0,0464997;0,0495271;0,0525558;0,0644184;0,0679883;0,0715581
0,0120407;0,00750942;0,00437728;0,0012093;-0,00196962;-0,00513862;-0,00804558;-0,0116689;-0,0252829;-0,0298217;-0,0343648;-0,0389059;-0,0434504;-0,0479957;-0,0525429;-0,0530198;-0,0616378;-0,0661858;-0,0707353;-0,0752833
-0,00164465;-0,0015549;-0,00146409;-0,0014;-0,00191139;-0,0024497;-0,00300538;-0,00444562;-0,00416268;-0,0144213;-0,0161761;-0,0179323;-0,0196892;-0,0214475;-0,023206;-0,0249651;-0,0267242;-0,0280985;-0,0298338;-0,0315693
0,00646748;0,0106743;0,0148651;0,0190164;0,0137249;0,0165385;0,0194935;0,0223287;0,0252039;0,0280899;0,0309824;0,0338794;0,0367799;0,0285125;0,0303501;0,032186;0,0340203;0,0358533;0,0376857;0,0395169
-0,0034453;0,000806799;0,00504475;0,00924102;0,0133085;0,0154187;0,0193943;0,0232787;0,0271874;0,0311007;0,0350162;0,0389331;0,0428509;0,0467694;0,0506885;0,0504538;0,0541211;0,0577891;0,0614578;0,065127
0,0081132;0,0114216;0,0147241;0,01801;0,0212514;0,0243184;0,0281256;0,0314868;0,0354036;0,0393238;0,0432441;0,047164;0,0510833;0,0550023;0,0589208;0,0628389;0,0398735;0,0420614;0,0442499;0,0464388
0,00458618;0,0089386;0,0132873;0,0176242;0,0219282;0,026098;0,0304719;0,0356961;0,0398485;0,0401126;0,0439664;0,0478207;0,0516756;0,0555309;0,0593867;0,0632428;0,0670992;0,0709559;0,0748128;0,07867
-0,000467952;-0,00309127;-0,0057136;-0,00833282;-0,0109451;-0,0135406;-0,0160833;-0,0187408;-0,0220162;-0,0189032;-0,0211902;-0,0234774;-0,0257645;-0,0280516;-0,0303387;-0,0326258;-0,0349129;-0,0372;-0,0394871;-0,0417742
0,00645996;0,00462493;0,0027954;0,00097835;-0,000808571;0,000657153;-0,000731347;-0,00206954;-0,00342281;-0,00477648;-0,00612989;-0,00748299;-0,0088358;-0,0101884;-0,0115408;-0,012893;-0,0142451;-0,015597;-0,0169489;-0,0183007
