0.00993511,0.0152603,0.0052416,0.0155707,0.00712701,0.0235542,0.00891766,0.032201,0.0187304,0.0413045,0.0227356,0.0508584,0.0265751,0.0601528,0.03048,0.0695975,0.0344003,0.0791,0.0383234,0.0886191,0.0422482,0.0981491,0.0461739,0.107686,0.042262,0.120299,0.0456219,0.130447,0.0489846,0.140602,0.0523499,0.150763,0.0830217,0.181351,0.0881031,0.192843,0.0931879,0.204345,0.0982666,0.215835
0.00347462,0.015379,0.00690188,0.0112652,0.0102765,0.0130935,0.0136166,0.0193473,0.0169121,0.0270944,0.0200303,0.0350989,0.0210555,0.0576889,0.0239603,0.0690441,0.026877,0.0804438,0.0297924,0.0918653,0.0327095,0.103298,0.0356248,0.114741,0.0404509,0.119987,0.0434739,0.131012,0.0464994,0.142033,0.0495267,0.153053,0.0525555,0.164071,0.0644179,0.160848,0.0679878,0.170993,0.0715576,0.18114
0.0120407,0.0152307,0.00750944,0.0146282,0.00437733,0.0179796,0.00120938,0.0236204,-0.00196952,0.0302918,-0.00513849,0.0374212,-0.0080455,0.0446168,-0.0116688,0.0528911,-0.0252835,0.0580091,-0.0298214,0.0662795,-0.0343627,0.0745897,-0.038906,0.0829276,-0.0434503,0.0912854,-0.0479958,0.0996583,-0.0525421,0.108043,-0.0570882,0.116436,-0.0616376,0.124837,-0.0661825,0.133243,-0.0707337,0.141655,-0.0752827,0.150071
-0.00164465,0.0172073,-0.0015549,0.0189767,-0.0014641,0.0247614,-0.00139999,0.0271516,-0.00191137,0.034891,-0.00244968,0.0428496,-0.00300535,0.050862,-0.00444558,0.0541696,-0.00416264,0.0677129,-0.0144212,0.0324754,-0.0161758,0.0363951,-0.017932,0.0403436,-0.0196905,0.0443126,-0.0214471,0.0482979,-0.0232055,0.0522949,-0.0249646,0.0563012,-0.0267228,0.0603157,-0.0280983,0.06055,-0.0298336,0.0645218,-0.031569,0.0684988
0.00646748,0.0113144,0.0106743,0.0100026,0.0148651,0.0115622,0.0190163,0.0150741,0.0137248,0.0199204,0.0165383,0.0257434,0.0194933,0.0319067,0.0223286,0.0380158,0.0252037,0.0442237,0.0280897,0.0504761,0.0309822,0.0567571,0.0338792,0.063058,0.0367796,0.0693734,0.0285123,0.0907627,0.03035,0.0984321,0.0321856,0.106101,0.03402,0.113771,0.035853,0.12144,0.0376853,0.129109,0.0395168,0.136778
-0.0034453,0.0111024,0.000806764,0.0126576,0.00504468,0.0169352,0.00924092,0.0223646,0.0133084,0.0280862,0.0154185,0.0416675,0.0193941,0.0505986,0.0232785,0.0594532,0.0271872,0.0683836,0.0311004,0.0773453,0.0350159,0.0863265,0.0389327,0.0953209,0.0428505,0.104325,0.046769,0.113336,0.0506881,0.122352,0.0504533,0.140216,0.0541206,0.149891,0.0577886,0.15957,0.0614573,0.169252,0.0651265,0.178937
0.0081132,0.0114268,0.0114216,0.0124185,0.014724,0.0144167,0.01801,0.0170608,0.0212513,0.0200721,0.0243183,0.0232515,0.0281256,0.0259754,0.0314866,0.0324884,0.0354033,0.03673,0.0393235,0.0410073,0.0432438,0.0453084,0.0471636,0.0496269,0.051083,0.0539586,0.0550019,0.0583005,0.0589203,0.0626505,0.0628384,0.0670069,0.0398733,0.0850235,0.0420606,0.0902631,0.0442495,0.0955053,0.0464374,0.10075
0.00458618,0.00855913,0.00893857,0.0124401,0.0132872,0.0216565,0.017624,0.0318525,0.021928,0.042276,0.0260978,0.0526895,0.0304719,0.0593214,0.0356959,0.0764732,0.0398483,0.0863917,0.0401124,0.0599496,0.0439661,0.0670883,0.0478204,0.074249,0.0516752,0.0814263,0.0555305,0.0886165,0.0593863,0.095817,0.0632423,0.103026,0.0670987,0.110241,0.0709554,0.117462,0.0748123,0.124687,0.0786694,0.131917
-0.000467952,0.027227,-0.00309125,0.0388188,-0.00571356,0.0520868,-0.00833276,0.0660144,-0.010945,0.0802319,-0.0135405,0.0945514,-0.0160832,0.1088,-0.0187408,0.120519,-0.0220161,0.142315,-0.0189031,0.0946704,-0.02119,0.103992,-0.0234772,0.113348,-0.0257643,0.12273,-0.0280514,0.132132,-0.0303385,0.141551,-0.0326255,0.150984,-0.0349126,0.160427,-0.0371997,0.16988,-0.0394868,0.179341,-0.0417739,0.188809
0.00645996,0.0218493,0.00462494,0.0285728,0.00279543,0.0382269,0.000978392,0.0490639,-0.000808514,0.0603816,0.000657213,0.0406662,-0.000731283,0.0480435,-0.00206947,0.0552182,-0.00342272,0.0626147,-0.00477638,0.0700794,-0.00612978,0.0775893,-0.00748287,0.0851318,-0.00883568,0.0926987,-0.0101882,0.100284,-0.0115406,0.107884,-0.0128928,0.115496,-0.0142449,0.123118,-0.0155968,0.130747,-0.0169487,0.138383,-0.0183005,0.146024
0.0028711,0.0155832,0.00631343,0.0174164,0.00973398,0.0212739,0.013098,0.0262579,0.0193782,0.0213259,0.0233185,0.0262052,0.027343,0.0314345,0.0312971,0.0367268,0.0352639,0.042124,0.0392336,0.0475843,0.0432046,0.0530877,0.0471765,0.0586219,0.0511491,0.064179,0.0551221,0.0697534,0.0590954,0.0753415,0.0630691,0.0809402,0.0670429,0.0865477,0.071017,0.0921623,0.0749913,0.0977828,0.0784131,0.134555
0.0042361,0.0206856,0.00247297,0.0293151,0.000719084,0.0385473,-0.00101365,0.0479714,-0.000919178,0.0372077,-0.00232206,0.0434256,-0.00375767,0.0499491,-0.00516477,0.0563417,-0.00657419,0.0627736,-0.00798359,0.069227,-0.00939273,0.0756953,-0.0108016,0.0821749,-0.0122102,0.0886629,-0.0136186,0.0951578,-0.0150269,0.101658,-0.0164349,0.108163,-0.0178429,0.114671,-0.0192507,0.121183,-0.0206585,0.127697,-0.0220662,0.134213
0.00444979,0.0154806,0.00402517,0.0201859,0.00360816,0.0255951,0.00321558,0.0313176,-0.00313806,0.0266319,-0.00463889,0.0317804,-0.00615215,0.0370822,-0.00765971,0.0423476,-0.00917128,0.0476478,-0.0106848,0.0529677,-0.0121997,0.0583016,-0.0137156,0.0636457,-0.0152324,0.0689977,-0.0167499,0.0743559,-0.0182678,0.0797191,-0.0197863,0.0850863,-0.0213051,0.0904568,-0.0228242,0.09583,-0.0243436,0.101206,-0.0258633,0.106583
-0.0048306,0.0223809,-0.000860626,0.0307517,0.0030875,0.0412414,0.00698031,0.0524855,0.0109156,0.0534891,0.0157633,0.0754689,0.0184588,0.0748413,0.0222172,0.0856017,0.0259785,0.0964167,0.0297399,0.107265,0.0335013,0.118136,0.0372623,0.129024,0.0410231,0.139925,0.0447837,0.150836,0.048544,0.161755,0.0523042,0.172681,0.0560641,0.183611,0.059824,0.194546,0.0635836,0.205485,0.0673432,0.216427
-0.00934956,0.0275068,-0.00253364,0.0347986,0.00425302,0.0440404,0.0109541,0.0542115,0.0172289,0.065018,0.0255205,0.0679315,0.035037,0.0585241,0.0412401,0.0668485,0.0474402,0.0752313,0.0536338,0.083649,0.0598206,0.0920901,0.0660011,0.100547,0.0721758,0.109016,0.0783453,0.117494,0.0845103,0.125978,0.0906711,0.134467,0.0968284,0.142961,0.102982,0.151457,0.109134,0.159956,0.115282,0.168457
